"","Rk","Name","Born","Yrs","From","To","ASG","G","AB","R","H","HR","RBI","SB","BB","BA","OBP","SLG","OPS","W","L","ERA","WHIP","G.1","GS","SV","IP","H.1","HR.1","BB.1","SO","Franchises","month","day"
"1200",35,"Sam Jethroe",1917,4,1950,1954,0,442,1763,280,460,49,181,98,177,0.261,0.337,0.418,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,PIT",1,23
"1201",36,"Johnny Sturm",1916,1,1941,1941,0,124,524,58,125,3,36,3,37,0.239,0.293,0.3,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",1,23
"1202",37,"Merv Connors",1914,2,1937,1938,0,52,165,26,46,8,25,2,23,0.279,0.367,0.485,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",1,23
"1203",38,"Bobby Burke",1907,10,1927,1937,0,260,278,24,54,0,21,0,11,0.194,0.225,0.234,0.459,38,46,4.29,1.4,254,88,5,918.2,926,35,360,299,"MIN,PHI",1,23
"1204",39,"Jack Saltzgaver",1903,6,1932,1945,0,278,764,131,199,10,82,9,105,0.26,0.351,0.347,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,PIT",1,23
"1205",40,"Bill Regan",1899,6,1926,1931,0,641,2364,236,632,18,294,38,122,0.267,0.306,0.387,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,PIT",1,23
"1206",41,"Haddie Gill",1899,1,1923,1923,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,2,1,0,0,1,1,0,1,1,"CIN",1,23
"1207",42,"Speed Walker",1898,1,1923,1923,0,2,7,1,2,0,0,0,0,0.286,0.286,0.286,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL",1,23
"1208",43,"Billy Mullen",1896,5,1920,1928,0,36,50,5,11,0,2,1,10,0.22,0.35,0.24,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,LAD,DET",1,23
"1209",44,"Orie Kerlin",1891,1,1915,1915,0,3,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PBS",1,23
"1210",45,"Raymond Haley",1891,3,1915,1917,0,81,214,17,53,0,15,2,11,0.248,0.291,0.294,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,OAK",1,23
"1211",46,"King Lear",1891,2,1914,1915,0,57,63,5,11,0,3,0,1,0.175,0.188,0.238,0.426,7,12,3.02,1.29,57,19,1,223.1,224,10,64,66,"CIN",1,23
"1212",47,"Ed Barney",1890,2,1915,1916,0,88,272,33,61,0,22,17,37,0.224,0.324,0.257,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY,PIT",1,23
"1213",48,"Bill Morley",1890,1,1913,1913,0,2,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",1,23
"1214",49,"Mack Allison",1887,3,1911,1913,0,45,76,3,9,0,1,0,2,0.118,0.141,0.118,0.259,9,21,3.17,1.273,45,27,1,246.2,247,4,67,57,"BAL",1,23
"1215",50,"Fred Winchell",1882,1,1909,1909,0,4,5,0,1,0,0,0,1,0.2,0.333,0.2,0.533,0,3,6.28,1.256,4,3,1,14.1,16,0,2,7,"CLE",1,23
"1216",51,"Rip Cannell",1880,2,1904,1905,0,254,913,84,221,0,54,27,74,0.242,0.302,0.274,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL",1,23
"1217",52,"Ed Kippert",1879,1,1914,1914,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN",1,23
"1218",53,"Carney Flynn",1875,2,1894,1896,0,9,15,1,4,1,3,0,0,0.267,0.267,0.467,0.733,0,5,11.27,2.739,9,4,0,38.1,77,4,28,11,"CIN,SFG,WAS",1,23
"1219",54,"Red Donahue",1873,13,1893,1906,0,372,1150,82,175,1,77,8,32,0.152,0.179,0.182,0.36,164,175,3.61,1.371,367,340,3,2966.1,3377,61,689,787,"SFG,STL,PHI,BAL,CLE,DET",1,23
"1220",55,"Bill Bowman",1867,1,1891,1891,0,15,45,2,4,0,5,0,5,0.089,0.196,0.111,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,23
"1221",56,"Art Croft",1855,3,1875,1878,0,133,517,50,101,0,45,5,6,0.195,0.205,0.23,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLR,SBS,IBL",1,23
"1222",1,"Enny Romero",1991,4,2013,2017,0,100,1,0,0,0,0,0,0,0,0,0,0,4,4,5.11,1.552,100,1,2,105.2,109,12,55,109,"TBD,WSN",1,24
"1223",2,"Tony Renda",1991,1,2016,2016,0,32,60,4,11,0,3,0,5,0.183,0.246,0.217,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIN",1,24
"1224",3,"Tyler Wagner",1991,2,2015,2016,0,6,5,0,0,0,0,0,0,0,0,0,0,1,2,4.94,1.69,6,3,0,23.2,31,1,9,12,"MIL,ARI",1,24
"1225",4,"Whit Merrifield",1989,2,2016,2017,0,122,458,62,132,8,47,14,29,0.288,0.332,0.424,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCR",1,24
"1226",5,"Jose Quintana",1989,6,2012,2017,1,166,26,0,0,0,0,0,1,0,0.037,0,0.037,48,53,3.54,1.253,166,163,0,1020.2,1007,95,272,852,"CHW",1,24
"1227",6,"Ashur Tolliver",1988,2,2016,2017,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,4.15,1.385,6,0,0,8.2,7,1,5,10,"BAL,HOU",1,24
"1228",7,"Franklin Morales",1986,10,2007,2016,0,305,62,4,11,0,2,0,4,0.177,0.227,0.177,0.405,23,30,4.56,1.441,305,47,11,490,483,61,223,385,"COL,BOS,KCR,TOR",1,24
"1229",8,"Andy Dirks",1986,3,2011,2013,0,297,971,150,268,24,100,13,76,0.276,0.332,0.413,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",1,24
"1230",9,"Tyler Flowers",1986,9,2009,2017,0,554,1666,167,401,57,199,2,137,0.241,0.315,0.39,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,ATL",1,24
"1231",10,"Jay Sborz",1985,1,2010,2010,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,67.5,4.5,1,0,0,0.2,3,0,0,1,"DET",1,24
"1232",11,"Niuman Romero",1985,2,2009,2010,0,12,18,3,2,0,0,0,1,0.111,0.158,0.111,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLE,BOS",1,24
"1233",12,"Scott Kazmir",1984,12,2004,2016,3,299,69,4,8,0,4,0,1,0.116,0.129,0.116,0.245,108,96,4.01,1.348,298,297,0,1689.2,1596,190,681,1608,"TBD,ANA,CLE,OAK,HOU,LAD",1,24
"1234",13,"Mike Glavine",1973,1,2003,2003,0,6,7,0,1,0,0,0,0,0.143,0.143,0.143,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYM",1,24
"1235",14,"Cory Bailey",1971,8,1993,2002,0,172,2,2,1,0,0,0,2,0.5,0.75,0.5,1.25,9,10,3.96,1.565,172,0,1,207,208,13,116,150,"BOS,STL,SFG,KCR",1,24
"1236",15,"Ross Powell",1968,3,1993,1995,0,48,4,0,0,0,0,0,0,0,0,0,0,0,5,5.4,1.631,48,4,0,53.1,55,7,32,42,"CIN,HOU,PIT",1,24
"1237",16,"Rob Dibble",1964,7,1988,1995,2,385,25,0,3,0,2,0,0,0.12,0.12,0.12,0.24,27,25,2.98,1.195,385,0,89,477,332,27,238,645,"CIN,CHW,MIL",1,24
"1238",17,"Tim Barrett",1961,1,1988,1988,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5.79,1.286,4,0,1,9.1,10,2,2,5,"WSN",1,24
"1239",18,"Neil Allen",1958,11,1979,1989,0,434,115,3,15,0,7,0,3,0.13,0.153,0.183,0.335,58,70,3.88,1.419,434,59,75,988.1,985,73,417,611,"NYM,STL,NYY,CHW,CLE",1,24
"1240",19,"Atlee Hammaker",1958,12,1981,1995,1,249,305,10,36,0,10,1,10,0.118,0.151,0.121,0.273,59,67,3.66,1.24,249,152,5,1078.2,1051,94,287,615,"KCR,SFG,SDP,CHW",1,24
"1241",20,"Ted Cox",1955,5,1977,1981,0,272,771,65,189,10,79,3,57,0.245,0.298,0.324,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,CLE,SEA,TOR",1,24
"1242",21,"Timothy Jones",1954,1,1977,1977,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7,3,1,0,10,4,0,3,5,"PIT",1,24
"1243",22,"Tim Stoddard",1953,13,1975,1989,0,485,20,1,2,1,1,0,0,0.1,0.1,0.25,0.35,41,35,3.95,1.42,485,0,76,729.2,680,72,356,582,"CHW,BAL,CHC,SDP,NYY,CLE",1,24
"1244",23,"John Scott",1952,3,1974,1977,0,118,257,35,57,2,15,13,8,0.222,0.245,0.28,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SDP,TOR",1,24
"1245",24,"Ron Dunn",1950,2,1974,1975,0,55,112,8,27,3,21,0,18,0.241,0.341,0.411,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,24
"1246",25,"Sandy Valdespino",1939,7,1965,1971,0,382,765,96,176,7,67,14,57,0.23,0.286,0.295,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,ATL,HOU,MIL,KCR",1,24
"1247",26,"Dick Stigman",1936,7,1960,1966,2,235,282,13,32,0,12,0,14,0.113,0.163,0.131,0.295,46,54,4.03,1.328,235,119,16,922.2,819,133,406,755,"CLE,MIN,BOS",1,24
"1248",27,"John Briggs",1934,5,1956,1960,0,59,48,3,10,0,7,0,0,0.208,0.204,0.271,0.475,9,11,5,1.545,59,21,1,165.2,174,23,82,80,"CHC,CLE,OAK",1,24
"1249",28,"Ernie Oravetz",1932,2,1955,1956,0,188,400,44,105,0,36,2,53,0.263,0.348,0.298,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",1,24
"1250",29,"Danny Doyle",1917,1,1943,1943,0,13,43,2,9,0,6,0,7,0.209,0.32,0.233,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",1,24
"1251",30,"Clem Dreisewerd",1916,4,1944,1948,0,46,38,2,4,0,3,0,4,0.105,0.19,0.132,0.322,6,8,4.54,1.415,46,10,2,140.2,160,14,39,39,"BOS,SFG,BAL",1,24
"1252",31,"Wally Judnich",1916,7,1940,1949,0,790,2786,424,782,90,420,20,385,0.281,0.369,0.452,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,CLE,PIT",1,24
"1253",32,"Johnny Dickshot",1910,6,1936,1945,0,322,990,142,273,7,116,23,101,0.276,0.345,0.371,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT,SFG,CHW",1,24
"1254",33,"Stu Clarke",1906,2,1929,1930,0,61,187,22,51,2,23,3,20,0.273,0.346,0.417,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",1,24
"1255",34,"Rufus Smith",1905,1,1927,1927,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3.38,1.375,1,1,0,8,8,0,3,2,"DET",1,24
"1256",35,"Neal Finn",1904,4,1930,1933,0,321,1044,125,274,3,102,9,68,0.262,0.314,0.323,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAD,PHI",1,24
"1257",36,"Clay Touchstone",1903,3,1928,1945,0,12,4,0,1,0,0,0,0,0.25,0.25,0.25,0.5,0,0,6.53,2.081,12,0,0,20.2,35,2,8,6,"ATL,CHW",1,24
"1258",37,"Flint Rhem",1901,12,1924,1936,0,294,610,43,88,3,48,0,13,0.144,0.163,0.177,0.341,105,97,4.2,1.441,294,230,10,1725.1,1958,113,529,534,"STL,PHI,ATL",1,24
"1259",38,"Grant Gillis",1901,3,1927,1929,0,62,196,26,48,0,23,0,12,0.245,0.299,0.327,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN,BOS",1,24
"1260",39,"John Freeman",1901,1,1927,1927,0,4,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",1,24
"1261",40,"Curly Ogden",1901,5,1922,1926,0,97,135,8,33,0,11,0,2,0.244,0.255,0.281,0.537,18,19,3.79,1.493,93,38,0,377.2,378,13,186,88,"OAK,MIN",1,24
"1262",41,"Jim Lindsey",1899,9,1922,1937,0,177,97,6,18,0,6,0,1,0.186,0.194,0.216,0.41,21,20,4.7,1.585,177,20,21,431,507,25,176,175,"CLE,STL,CIN,LAD",1,24
"1263",42,"Bob Berman",1899,1,1918,1918,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIN",1,24
"1264",43,"Cliff Heathcote",1898,15,1918,1932,0,1415,4443,643,1222,42,448,191,367,0.275,0.333,0.375,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL,CHC,CIN,PHI",1,24
"1265",44,"George Ellison",1897,1,1920,1920,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,2,1,0,0,1,0,0,2,1,"CLE",1,24
"1266",45,"Joe Cobb",1895,1,1918,1918,0,1,0,0,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",1,24
"1267",46,"Pinch Thomas",1888,10,1912,1921,0,481,1035,88,245,2,102,12,118,0.237,0.318,0.284,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,CLE",1,24
"1268",47,"Ernie Gust",1888,1,1911,1911,0,3,12,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL",1,24
"1269",48,"Earle Gardner",1884,5,1908,1912,0,273,948,105,249,1,108,38,50,0.263,0.305,0.304,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NYY",1,24
"1270",49,"Hank Gehring",1881,2,1907,1908,0,25,49,9,12,1,10,1,5,0.245,0.315,0.408,0.723,3,8,3.91,1.272,18,10,0,92,101,1,16,31,"MIN",1,24
"1271",50,"Dave Brain",1879,7,1901,1908,0,679,2543,254,641,27,303,73,134,0.252,0.292,0.363,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW,STL,PIT,ATL,CIN,SFG",1,24
"1272",51,"Bill Richardson",1878,1,1901,1901,0,15,52,7,11,2,7,1,6,0.212,0.293,0.365,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STL",1,24
"1273",52,"Pop Rising",1877,1,1905,1905,0,11,29,2,3,0,2,0,2,0.103,0.161,0.207,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS",1,24
"1274",53,"Bunk Congalton",1875,4,1902,1907,0,309,1172,117,342,6,131,32,57,0.292,0.328,0.352,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC,CLE,BOS",1,24
"1275",54,"Whitey Guese",1872,1,1901,1901,0,6,15,2,3,0,1,0,3,0.2,0.368,0.2,0.568,1,4,6.09,1.714,6,5,0,44.1,62,5,14,11,"CIN",1,24
"1276",1,"Shane Lindsay",1985,1,2011,2011,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,12,2.667,4,0,0,6,11,1,5,6,"CHW",1,25
"1277",2,"Tyler Graham",1984,1,2012,2012,0,10,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARI",1,25
"1278",3,"Anderson Machado",1981,3,2003,2005,0,24,68,7,15,0,6,4,12,0.221,0.333,0.324,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,CIN,COL",1,25
"1279",4,"Phil Stockman",1980,2,2006,2008,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0.79,1.147,10,0,0,11.1,5,0,8,13,"ATL",1,25
"1280",5,"Philip Barzilla",1979,1,2006,2006,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,3,1,0,0,0.1,1,0,0,0,"HOU",1,25
"1281",6,"Derrick Turnbow",1978,7,2000,2008,1,257,2,0,0,0,0,0,0,0,0,0,0,17,16,4.3,1.451,257,1,65,257.2,206,25,168,265,"ANA,MIL",1,25
"1282",7,"Dan Serafini",1974,7,1996,2007,0,105,43,2,3,0,2,0,3,0.07,0.13,0.07,0.2,15,16,6.04,1.718,104,33,1,263.2,335,37,118,127,"MIN,CHC,PIT,SDP,CIN,COL",1,25
"1283",8,"Terrell Wade",1973,4,1995,1998,0,61,25,0,5,0,2,0,3,0.2,0.286,0.2,0.486,8,5,3.99,1.607,61,19,1,126.1,134,19,69,125,"ATL,TBD",1,25
"1284",9,"Jose Macias",1972,7,1999,2005,0,659,1646,201,422,26,173,43,93,0.256,0.298,0.371,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,WSN,CHC",1,25
"1285",10,"Kerry Taylor",1971,2,1993,1994,0,37,14,0,0,0,0,0,0,0,0,0,0,0,5,6.56,1.803,37,8,0,72.2,81,6,50,48,"SDP",1,25
"1286",11,"Richie Lewis",1966,7,1992,1998,0,217,10,1,2,0,1,0,2,0.2,0.333,0.2,0.533,14,15,4.88,1.63,217,4,2,293.1,287,45,191,244,"BAL,FLA,DET,CIN,OAK",1,25
"1287",12,"Brian Holman",1965,4,1988,1991,0,111,37,2,4,0,1,0,1,0.108,0.132,0.108,0.24,37,45,3.71,1.383,109,99,0,676.2,682,47,254,392,"WSN,SEA",1,25
"1288",13,"Francisco Melendez",1964,5,1984,1989,0,74,84,4,18,1,9,0,5,0.214,0.256,0.25,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI,SFG,BAL",1,25
"1289",14,"Juan Castillo",1962,4,1986,1989,0,199,469,60,101,3,38,18,41,0.215,0.282,0.279,0.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIL",1,25
"1290",15,"John Flannery",1957,1,1977,1977,0,7,2,1,0,0,0,0,1,0,0.333,0,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",1,25
"1291",16,"Dale Mohorcic",1956,5,1986,1990,0,254,8,0,1,0,0,0,0,0.125,0.125,0.125,0.25,16,21,3.49,1.312,254,0,33,363.2,378,37,99,174,"TEX,NYY,WSN",1,25
"1292",17,"Junior Moore",1953,5,1976,1980,0,289,774,83,204,7,73,5,62,0.264,0.318,0.335,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,CHW",1,25
"1293",18,"Balor Moore",1951,8,1970,1980,0,180,113,3,12,0,6,0,6,0.106,0.158,0.124,0.282,28,48,4.52,1.488,180,98,1,718.1,704,80,365,496,"WSN,ANA,TOR",1,25
"1294",19,"Vern Ruhle",1951,13,1974,1986,0,327,182,12,27,0,9,0,22,0.148,0.244,0.176,0.42,67,88,3.73,1.297,327,188,11,1411.1,1483,119,348,582,"DET,HOU,CLE,ANA",1,25
"1295",20,"Ed Goodson",1948,8,1970,1977,0,515,1266,108,329,30,170,1,63,0.26,0.297,0.374,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SFG,ATL,LAD",1,25
"1296",21,"Wally Bunker",1945,9,1963,1971,0,207,331,20,31,0,17,1,36,0.094,0.183,0.118,0.3,60,52,3.51,1.207,206,152,5,1085.1,976,113,334,569,"BAL,KCR",1,25
"1297",22,"Gary Holman",1944,2,1968,1969,0,116,116,11,30,0,9,0,17,0.259,0.353,0.328,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TEX",1,25
"1298",23,"Brian McCall",1943,2,1962,1963,0,7,15,3,3,2,3,0,1,0.2,0.25,0.6,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHW",1,25
"1299",24,"Ernie Fazio",1942,3,1962,1966,0,141,274,37,50,2,8,5,33,0.182,0.273,0.27,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOU,OAK",1,25
"1300",25,"Buddy Pritchard",1936,1,1957,1957,0,23,11,1,1,0,0,0,0,0.091,0.091,0.091,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIT",1,25
"1301",26,"Ted Kazanski",1934,6,1953,1958,0,417,1329,118,288,14,116,4,90,0.217,0.269,0.299,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHI",1,25
"1302",27,"Mel Roach",1933,8,1953,1962,0,227,499,42,119,7,43,1,24,0.238,0.275,0.331,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATL,CHC,PHI",1,25
"1303",28,"Steve Roser",1918,3,1944,1946,0,45,43,1,4,0,1,0,2,0.093,0.133,0.093,0.226,6,5,4.04,1.413,45,8,2,149.1,147,5,64,64,"NYY,ATL",1,25
"1304",29,"Ed Head",1918,5,1940,1946,0,119,131,15,32,0,13,1,7,0.244,0.283,0.26,0.542,27,23,3.48,1.308,118,53,11,465,434,24,174,208,"LAD",1,25
"1305",30,"Carl McNabb",1917,1,1945,1945,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET",1,25
"1306",31,"Glenn Gardner",1916,1,1945,1945,0,17,21,1,7,0,2,0,1,0.333,0.364,0.333,0.697,3,1,3.29,1.409,17,4,1,54.2,50,2,27,20,"STL",1,25
"1307",32,"Roy Sherid",1907,3,1929,1931,0,87,149,8,26,0,11,0,10,0.174,0.226,0.188,0.414,23,24,4.71,1.547,87,44,6,413,473,23,166,149,"NYY",1,25
"1308",33,"Jimmy Adair",1907,1,1931,1931,0,18,76,9,21,0,3,1,1,0.276,0.286,0.342,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHC",1,25
"1309",34,"Ray Schmandt",1896,6,1915,1922,0,317,1054,122,284,3,122,11,46,0.269,0.301,0.337,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAL,LAD",1,25
"1310",35,"Charlie Whitehouse",1894,3,1914,1919,0,25,19,0,0,0,1,0,2,0,0.095,0,0.095,4,3,4.52,1.558,25,6,0,77.2,93,1,28,33,"NEW,MIN",1,25
"1311",36,"Abe Bowman",1893,2,1914,1915,0,24,21,0,1,0,0,0,0,0.048,0.048,0.048,0.095,2,8,4.74,1.662,24,11,0,74,75,0,48,27,"CLE",1,25
"1312",37,"George Lyons",1891,2,1920,1924,0,33,27,4,6,0,4,0,1,0.222,0.25,0.259,0.509,5,3,4.72,1.703,33,8,0,101,118,4,54,30,"STL,BAL",1,25
"1313",38,"Henry Benn",1890,1,1914,1914,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,1,"CLE",1,25
"1314",39,"Phil Redding",1890,2,1912,1913,0,4,9,0,0,0,0,0,1,0,0.1,0,0.1,2,1,5.14,1.607,4,3,0,28,33,2,12,10,"STL",1,25
"1315",40,"Les Nunamaker",1889,12,1911,1922,0,716,1990,194,533,2,216,36,176,0.268,0.332,0.339,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,NYY,BAL,CLE",1,25
"1316",41,"Yip Owens",1886,4,1905,1915,0,222,694,59,170,5,65,9,34,0.245,0.284,0.334,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS,CHW,BTT,BLT",1,25
"1317",42,"Fred Glade",1876,6,1902,1908,0,132,381,21,57,0,21,1,18,0.15,0.194,0.194,0.388,52,68,2.62,1.107,132,126,2,1072.2,950,11,237,464,"CHC,BAL,NYY",1,25
"1318",43,"Danny Richardson",1863,11,1884,1894,0,1131,4451,676,1129,32,558,225,283,0.254,0.301,0.332,0.633,7,3,3.24,1.21,15,9,0,100,91,1,30,38,"SFG,NYI,WAS,LAD,LOU",1,25
"1319",1,"Branden Pinder",1989,2,2015,2016,0,26,1,0,1,0,1,0,0,1,1,2,3,0,2,3.45,1.605,26,0,0,28.2,31,4,15,26,"NYY",1,26
"1320",2,"Josh Prince",1988,1,2013,2013,0,8,8,3,1,0,0,0,1,0.125,0.222,0.25,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MIL",1,26
"1321",3,"Jemile Weeks",1987,6,2011,2016,0,260,955,121,243,4,62,41,78,0.254,0.316,0.352,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,BAL,BOS,SDP",1,26
"1322",4,"Hector Noesi",1987,5,2011,2015,0,107,8,0,2,0,0,0,0,0.25,0.25,0.25,0.5,12,31,5.3,1.465,107,53,0,395.1,433,65,146,279,"NYY,SEA,CHW,TEX",1,26
"1323",5,"Ryan Rowland-Smith",1983,5,2007,2014,0,121,5,0,0,0,0,0,0,0,0,0,0,12,17,4.57,1.422,121,47,2,370,388,51,138,229,"SEA,ARI",1,26
"1324",6,"Josh Sharpless",1981,2,2006,2007,0,20,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,4.41,1.592,20,0,0,16.1,14,3,12,8,"PIT",1,26
"1325",7,"Juan Lara",1981,2,2006,2007,0,10,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,4.26,1.263,10,0,0,6.1,6,1,2,4,"CLE",1,26
"1326",8,"Brandon Medders",1980,6,2005,2010,0,210,5,0,0,0,0,0,0,0,0,0,0,16,7,3.61,1.436,210,0,1,234.2,233,27,104,175,"ARI,SFG",1,26
"1327",9,"Antonio Perez",1980,4,2003,2006,0,216,495,62,121,6,43,16,49,0.244,0.32,0.347,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBD,LAD,OAK",1,26
"1328",10,"Kenny Kelly",1979,2,2000,2005,0,26,14,5,4,0,2,1,1,0.286,0.333,0.357,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TBD,CIN,WSN",1,26
"1329",11,"Andres Torres",1978,9,2002,2013,0,650,1910,277,462,32,174,77,205,0.242,0.317,0.382,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DET,TEX,SFG,NYM",1,26
"1330",12,"Steve Green",1978,1,2001,2001,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3,1.667,1,1,0,6,4,0,6,4,"ANA",1,26
"1331",13,"Esteban German",1978,10,2002,2011,0,409,1016,159,284,8,111,34,117,0.28,0.359,0.386,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OAK,TEX,KCR",1,26
